CODIGO	ANIO	MES	DIA	PRECIPITACION	TEMP_MAXIMA	TEMP_MINIMA	VIENTO	PRESION	HUMEDAD	TIEMPO
M0051	1998	11	25	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1998	11	26	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1998	11	27	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1998	11	28	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1998	11	29	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1998	11	30	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	1	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	2	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	3	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	4	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	5	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	6	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	7	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	8	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	9	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	10	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	11	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	12	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	13	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	14	0.3	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	15	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	16	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	17	0.4	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	18	23.7	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	19	6.5	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	20	4.1	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	21	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	22	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	23	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	24	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	25	6.3	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	26	0.5	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	27	0.3	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	28	7	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	29	0.5	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	30	0.8	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1998	12	31	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	1	9.4	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	2	9.6	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	3	0.5	17.3	17.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	4	28.9	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	5	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	6	0	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	7	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	8	0.1	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	9	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	10	0.1	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	11	20.5	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	12	0.1	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	13	13.3	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	14	0.1	17.7	17.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	15	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	16	15	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	17	0.2	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	18	2.2	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	19	0.3	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	20	0	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	21	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	22	0.1	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	23	8.6	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	24	4.7	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	25	1.6	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	26	11	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	27	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	28	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	29	1.4	22.8	22.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	30	0.4	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1999	1	31	38.9	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	1	41.7	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	2	1.3	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	3	24.5	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	4	7.2	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	5	35.6	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	6	18	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	7	2.8	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	8	6	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	9	1.4	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	10	4.7	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	11	37.9	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	12	17.8	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	13	34.4	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	14	8.2	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	15	5.6	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	16	18.7	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	17	14.5	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	18	48.7	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	19	16.6	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	20	7.6	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	21	9.7	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	22	7.5	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	23	14	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	24	33.4	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	25	21.9	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	26	0.5	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	27	1.3	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	2	28	60.4	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	1	13.5	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	2	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	3	70.3	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	4	30.6	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	5	22.8	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	6	35	21.4	21.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	7	47.6	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	8	1.5	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	9	95.5	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	10	0.5	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	11	0.2	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	12	169.5	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	13	6.5	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	14	60.9	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	15	120.1	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	16	9.2	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	17	0.5	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	18	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	19	35.2	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	20	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	21	31.3	23	23	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	22	2.4	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	23	62	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	24	160.3	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	25	6.7	21.8	21.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	26	0.3	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	27	90.5	22.7	22.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	28	1	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	29	0	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	30	25.3	23.2	23.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	3	31	10.6	23.1	23.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	1	1.4	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	2	47	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	3	71.3	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	4	1.7	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	5	15.3	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	6	0	22.6	22.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	7	61.7	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	8	19.2	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	9	7.3	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	10	0.9	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	11	1.1	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	12	28	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	13	0.2	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	14	0	21.6	21.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	15	0	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	16	13.1	22.3	22.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	17	4.5	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	18	0	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	19	0.1	22.4	22.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	20	2.5	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	21	11.1	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	22	0.4	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	23	5.7	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	24	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	25	125.1	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	26	43.4	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	27	16.2	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	28	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	29	7.6	22.1	22.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	4	30	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	1	7.7	22.5	22.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	2	6.5	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	3	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	4	15.2	21.7	21.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	5	47.5	22	22	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	6	0.2	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	7	0	22.2	22.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	8	4.5	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	9	0.8	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	10	59	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	11	4.5	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	12	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	13	0	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	14	0.3	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	15	7.8	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	16	2.2	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	17	2.1	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	18	15	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	19	0.2	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	20	0.6	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	21	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	22	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	23	0.2	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	24	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	25	5	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	26	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	27	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	28	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	29	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	30	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	5	31	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	1	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	2	0	18.5	18.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	3	0.3	18.3	18.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	4	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	5	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	6	0	18.5	18.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	7	1.5	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	8	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	9	0	18.3	18.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	10	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	11	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	12	0.4	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	13	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	14	0.1	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	15	0	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	16	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	17	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	18	0	18.3	18.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	19	0.1	18.2	18.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	20	0	17.2	17.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	21	0	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	22	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	23	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	24	0	17.8	17.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	25	0	18.2	18.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	26	0	17.5	17.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	27	1.7	17.2	17.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	28	0.1	17.5	17.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	29	1.4	18.5	18.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	6	30	0	17.3	17.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	1	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	2	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	3	0	18.2	18.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	4	0	17.8	17.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	5	0.8	18.3	18.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	6	0.1	17.7	17.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	7	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	8	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	9	0	18.2	18.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	10	0	18	18	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	11	0.1	18	18	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	12	0.3	17.2	17.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	13	0	17.5	17.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	14	0	17.6	17.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	15	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	16	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	17	0	18.3	18.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	18	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	19	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	20	0.1	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	21	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	22	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	23	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	24	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	25	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	26	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	27	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	28	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	29	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	30	0.4	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	7	31	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	1	0.1	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	2	0	19.3	19.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	3	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	4	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	5	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	6	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	7	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	8	0.1	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	9	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	10	0	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	11	0	19.5	19.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	12	0	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	13	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	14	0	18.7	18.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	15	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	16	0.1	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	17	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	18	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	19	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	20	0	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	21	0	18.4	18.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	22	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	23	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	24	0.1	18.8	18.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	25	0	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	26	0.1	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	27	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	28	0	19	19	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	29	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	30	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	8	31	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	1	0	19.2	19.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	2	0.1	19.1	19.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	3	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	4	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	5	0	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	6	0.1	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	7	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	8	0	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	9	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	10	0	19.9	19.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	11	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	12	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	13	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	14	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	15	0	19.4	19.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	16	0	19.7	19.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	17	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	18	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	19	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	20	0	20.8	20.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	21	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	22	0	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	23	7.8	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	24	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	25	0.4	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	26	1.2	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	27	1.8	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	28	0.4	20.3	20.3	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	29	0.1	20.2	20.2	-99.9	-99.9	-99.9	-99.9
M0051	1999	9	30	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	1	0	19.8	19.8	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	2	0.9	20	20	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	3	0.3	19.6	19.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	4	0	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	5	0.4	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	6	0.1	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	7	0.6	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	8	0	20.4	20.4	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	9	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	10	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	11	0	21.5	21.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	12	0.1	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	13	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	14	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	15	0	21.1	21.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	16	0.2	20.9	20.9	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	17	0.3	20.1	20.1	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	18	0.1	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	19	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	20	0	20.5	20.5	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	21	0	20.6	20.6	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	22	0	20.7	20.7	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	23	0.1	21	21	-99.9	-99.9	-99.9	-99.9
M0051	1999	10	24	0	21.2	21.2	-99.9	-99.9	-99.9	-99.9
