Código	Año	mes	Dia1	Dia2	Dia3	Dia4	Dia5	Dia6	Dia7	Dia8	Dia9	Dia10	Dia11	Dia12	Dia13	Dia14	Dia15	Dia16	Dia17	Dia18	Dia19	Dia20	Dia21	Dia22	Dia23	Dia24	Dia25	Dia26	Dia27	Dia28	Dia29	Dia30	Dia31
M0470	1982	1	8	2	10	9	7	8	7	8	0	0	0	5	4	7	2	32.5	4.8	0	2	0	72	8	20.2	0	0	0	4.8	7.2	41.4	0.9	148.2
M0470	1982	2	0	5.2	42.1	34.8	42.5	8	1	0	0	10	9	76.4	2.1	0	0	0	0	14	3	9	7	3	4.8	62.6	6.5	64.2	0	4.2	NULL	NULL	NULL
M0470	1982	3	0	53	0	0	0	0	70.3	23.2	0	0	0	0	53.2	52.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1982	5	0.6	0	0.4	0.8	3	7	50.2	36.6	2.2	1.6	0.3	1.5	14.5	0	0.1	0.3	25.1	1.1	4.5	0.3	22.3	6	0	0	0.7	0	0	0	0	0	0
M0470	1982	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1983	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	17	3.5	3.8	0	1	9.2	9.9	0	0	0	0
M0470	1983	8	44.8	2	14.5	3.4	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	15.6
M0470	1983	9	0	0	0.6	0	0	0	0	26.3	0	37.3	0	30.8	6.8	33.1	0	0	0.9	3.8	0	0.2	0	1.5	1.8	0	0.5	0.1	0.2	0	1.2	0	NULL
M0470	1983	10	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	64.5	1.5	1.8	0	0.8	0.7	0	0	0	0	0	0	0.5	0	0	16.9	2.2
M0470	1983	11	0	0	0	0	0	0.9	0	0	0	0.3	0	0	0	0	0.8	0.2	1.5	0.3	0.4	0	6.8	0.5	0	0	0	34.4	1.2	70.2	0.5	20.3	NULL
M0470	1983	12	0.7	0	2.8	0.5	14	0	0	0	0	0	0	2.6	0	0	0	0	0	0.9	1.5	0	0	0	0	0	0	11.4	0	3.2	15	32.4	14.9
M0470	1984	1	0.6	0	0	0	0	0	0	1.4	0	0	0	0	0	0	2.4	0.3	0	4.4	0.5	55.5	20.5	0	0	0	0	0	0	0	4.3	35.3	7.4
M0470	1984	2	0.8	3.6	7.3	6.8	21.2	38.1	31.3	5.1	2.4	0.1	14.6	20.1	20.4	10.4	17.8	3.7	9.7	11.8	41.2	23.8	50.2	0.7	12.7	15	109.2	0.7	0	33.2	11.1	NULL	NULL
M0470	1984	3	4.8	23.4	9.9	1.4	24.5	2	2.1	0.6	39.6	35.2	34.4	0.8	37.9	39.3	35.8	3.4	1.6	0	0	1.5	0.3	12	19.2	0	0	21.5	0.6	0.2	0.3	0.8	70.8
M0470	1984	4	0.9	0	15.3	0.4	0.2	0	0.1	67	0	0.4	12	29.3	0	0	4.1	2.5	0	1.1	0	11.3	0.2	37.7	22.2	0.3	4.9	6.2	45	6.8	19.2	10.2	NULL
M0470	1984	5	0.2	0.8	0	0	0.6	0	1.8	0	1.7	0	0	0	0	0	0	0.3	0	0	0	0.5	0	0	0	0.3	0	0	1.5	0	0	0	0
M0470	1984	6	0.2	0.3	0	0	0	0.8	0	3.4	9.9	0	2.5	0	4.4	6.1	0.5	0	0	0	0	0	0	0	0	0	0	0	0.2	0.4	0	0	NULL
M0470	1984	7	0	0	0	0	0	0	0	0	0.4	0	0	0.6	0.5	0	0	0	0	0	0	0	0.3	0	0	0	0.2	0	0	0	0	0	0
M0470	1984	8	0	0	0	0.1	0	1.2	0.2	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.4	0.4	0
M0470	1984	9	0	0	0	0	1.3	0.5	0	0	2.7	0.4	0	0	0.2	0.6	0	0	1.2	0	0.4	0.1	0.3	0	2.5	0	0	0	0.9	0	0	0	NULL
M0470	1984	10	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0.2	0.2	0	0	0	0	0	0	0
M0470	1984	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	15	0.9	0.7	0.4	0	0	0	NULL
M0470	1984	12	2	0	0.5	21.1	0.8	0	0	4	0	0.3	0.2	0	0	0	5.5	2.6	0	5.2	1.4	1.4	0	13.4	0	7.2	2	0.8	1	0	4.2	3.1	11.7
M0470	1985	1	20.1	30	7.6	0	1.2	22	12.2	0	2.8	0	8.2	4	3.6	0.3	2.5	0	8.6	0	3	17	0.4	13.4	0	22.5	1.2	9.4	0	2.5	5.7	0	0.5
M0470	1985	2	0	0	0	0	6.2	0	9.5	0	19.5	0.6	21.6	12	2.8	2.9	0.6	5.1	0	6	22	0.3	3.1	41.6	0.3	28.3	1	3.2	0.4	0	NULL	NULL	NULL
M0470	1985	3	16.3	2.8	9.6	0	27.2	6	13	64.5	12.1	18.7	40.7	0	0.7	22.9	0	4	0	84.9	0	0	0	1.3	0	0	0	0	0	1.1	0	0	0
M0470	1985	4	0	0	0	0	0	0.6	0	0	2	0	0	0	1.6	0.4	16.2	7	2.3	4.1	0.4	0	0.5	8.9	122.6	36.2	0.3	0	0	0	0	0	NULL
M0470	1985	5	0	0	0.5	0	0	0	1.1	0	0.4	42.1	0.7	0	6.1	3.2	0	0	0.3	7.7	0	0	0	0	0.4	0	0	0	0.6	0	0	0	0
M0470	1985	6	20	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1985	7	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1985	8	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1985	9	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	50.8	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1985	10	0	0.2	0	0	0	0	0	0	0.4	0.3	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
M0470	1985	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	2.3	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1985	12	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	26.4	1.9	63	3.1	0.5	12.4	3.1	2.8	3.6	13.9	24.8	63	16.4	7.1	0.2	0	0
M0470	1986	1	0.7	48.4	22.8	1	39.9	5.2	7.4	7.4	0.4	19.2	2.1	12.5	12.3	22.9	4.7	21.9	0.4	92.5	46.2	0.2	11.3	96.2	50.8	24.8	27.7	25.9	2.2	30.5	5.5	0.5	6.7
M0470	1986	2	15.5	0	61	0.6	3.2	17.9	26.4	22.3	0	3.7	0	17	5.7	6.8	9.4	1.2	31.3	6	0	0	24	20	15.8	2.6	0	24.2	0.9	1.9	NULL	NULL	NULL
M0470	1986	3	0	1.7	18.7	0.8	1.2	0	9.6	0.7	0.4	3.6	1.6	0	3	0	8.8	0.5	1.1	0	0	0	0	0	33	1.9	1.3	0	4.5	3.1	1.6	0.7	0.7
M0470	1986	4	21.7	1.1	17.9	0.8	13.8	10	7.1	5.9	4.1	3.6	0	0	4.2	2.3	38.2	3.4	37.1	20.6	4.8	6.2	20.7	9.1	44	6.2	24.9	6.5	14.2	2.3	0.7	3.9	NULL
M0470	1986	5	0	0	0	1.1	9.9	6.2	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	2.7	1.6	0.4	0	0
M0470	1986	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1986	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1986	8	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	1	0.3	0	0	0.4	0	0.2	0	0	0	0	0	0	0	0
M0470	1986	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0.5	0	0	NULL
M0470	1986	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	8.8	7.6	0	0	0	0	0
M0470	1986	11	0	0	0	0.7	0	0	0	1.9	0	0	0	0	0	0	0	0	0	6.6	0.2	0	1.2	0	0	0	8	0	0	0	0	0	NULL
M0470	1986	12	0	0	0	0	0	0	0	0	0	0	0	0	2.2	4	1.8	0	2.4	3.9	0.6	0	0	0	6.7	0.6	0	41.6	11.6	0	1.7	0.7	0
M0470	1987	1	0	19.5	0	55.3	0	5.9	49.4	8.7	8.4	0.4	0	10.5	3.9	11.4	13.5	19.6	0	16.5	59	4.4	38.5	63.3	0	0	23.3	9.7	20	0	4.6	12.5	19.4
M0470	1987	2	4.1	0.6	40.2	15	76.9	5.5	13.2	2.1	2.2	0	3.1	0.7	78.2	6	0	33.4	0.7	0.8	0	15.8	20.5	17	0.7	2	35.6	14.7	33.3	5.7	NULL	NULL	NULL
M0470	1987	3	5.5	1.3	6.8	20.7	0	0	4.7	0	16	0	0.5	68.5	0	108.2	0	48.6	39.3	0	27.8	0	50.6	0	1.6	0	8.4	71.2	31	0	0	72	1
M0470	1987	4	96.7	0	0.8	0	87	1.1	9.1	4.6	0.2	9.6	0.2	0	0	0	12.8	1.8	0	14.7	4.4	0	21.8	0.3	0.5	8.2	4.4	49.2	40.3	62.8	20.8	12	NULL
M0470	1987	5	1.6	0	68.1	1.8	2.3	0	129.6	0.4	0	0	0	0	0.6	23.9	0	0	0	18.1	61.1	0	0	6.2	0	0	0.6	0	3.1	0	0	0	1.6
M0470	1987	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1987	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0.3	0	0	0
M0470	1987	8	2.3	0	0.3	36.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1987	9	0	0	0	0	1.9	0	0	0	0.8	4	0	0	0	0	0	0	0	0	0	0	0.4	0.2	0	0	0	1.6	0	0	0	0	NULL
M0470	1987	10	0	0	0.6	0	0	0	0	0	0	1.9	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0
M0470	1987	11	0	0	0	0	0	0	0	0	0	0	10	0	0	12.1	0	0	0	0	28	0.2	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1987	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10.4	0.7	0	0	6.9	0	3.7	1.3	11.4	1.2	1.3	1.1
M0470	1988	1	0	4.1	0	0	0	0	13.4	0	27.6	0	10.6	11.4	3.6	22.6	37	5.4	1.8	0	19.4	16.5	11.7	19.9	62	41.4	25.1	2	8.2	1.2	61.9	4.9	0.8
M0470	1988	2	9.9	2	17.5	78.8	4.2	4.2	0	3.5	21.8	0.5	67.4	0.9	29.5	2.4	2.5	0	15.2	0	0	26.5	46.2	1	12.7	19.6	70.8	5.1	0	0	29.6	NULL	NULL
M0470	1988	3	2.3	7.3	35.9	0	8.8	0	0	0	0	0	0	0	0.5	0	0	5.7	0	0	0	7.6	0	0	0	0	0	0	14.1	0	0	0	0
M0470	1988	4	0	1.2	0.4	0	5.5	1.9	22.4	11.4	6.7	0.3	1.5	25.1	0	63.2	3.8	46.3	0	0	12.8	1.5	0	5.9	1.8	0	0	0	1.9	0	24.2	10	NULL
M0470	1988	5	3.6	0	0	0.4	7	0	35	9	26.2	5.5	29	0	0	0	0	0	0	0	0	0	0	0.4	1.2	0	0	0	0	8.5	6.5	0	0
M0470	1988	6	0	2.2	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	4.4	0	0	0	0	NULL
M0470	1988	7	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1988	8	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1988	9	0	0	0	0	0	0	0	0	2.8	0	0.7	0	0	0.3	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	NULL
M0470	1988	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0.4
M0470	1988	11	0	3	0	0	1.2	0	0	1	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	NULL
M0470	1988	12	0	0	0	0	0	0	0	11.4	0	0	0	0	24	0	12.1	0	0	0	2.6	0	0	0	0	5	0	20	17.2	3.9	3.6	0	5.4
M0470	1989	1	0	18	26.1	30.1	10.6	2.2	1.2	0	0	4.9	11.2	5.2	21	6.2	2.8	2	1.2	3.5	9.4	3.7	3.5	19.3	0	21.8	18.1	63.4	8	3.6	39.9	30.6	46.2
M0470	1989	2	2.8	79.8	36.4	7.9	7.2	1.6	15.9	13.6	17.8	7.4	1	0.6	0	1.1	80.8	0.6	71.4	15.5	63	4.2	4.4	6.7	12.1	1.9	0	13.9	42.7	0	NULL	NULL	NULL
M0470	1989	3	5.7	29.5	2.8	0	48.5	17.8	0.2	38.5	3.6	21.5	18.2	5.6	1.9	9.2	63.5	28.9	2	9.2	0	0	23.8	4	0	0	0	5	6.7	23	23.9	52.5	0
M0470	1989	4	16.4	62.9	2.8	10.2	29	0	0	26.2	5.8	13.8	12.5	4.7	0	31.7	7.1	0	20.4	15.4	15.5	7.3	2.3	6.6	0	4.2	79.9	0	0	80.5	0	0	NULL
M0470	1989	5	22.7	0	2	0	0	34.2	6.3	0	11.1	0	1.8	0	2.4	0	0	0	0	0	0.7	0	0	0	0	0	1.9	0	0	0	0	4.6	0
M0470	1989	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0.7	5.5	4.7	0	1.5	NULL
M0470	1989	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
M0470	1989	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1989	9	0	0.4	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.3	NULL
M0470	1989	10	0	0	0	0	0	0	0	0	0	0	0	0	9.3	0	0	0	0	2.8	2.9	0	0	0.8	0.6	4	0	0.7	0	0	0.4	0	0
M0470	1989	11	0	8.8	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0.4	0	0	0.9	0	0	0	0	0	NULL
M0470	1989	12	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.8	0	0.3	0	4.6	0	0	12.4	53.8	9.5	6.6	10.6	0	3	1.9	0	0
M0470	1990	1	0	0	0	1.2	0.3	0	0	0	4.3	9.5	2.2	4.4	1.7	0	6.5	2.7	0	0	6.3	6.3	3.1	5.9	6.6	46.7	13.8	3.5	19	40.6	3.4	9.2	4.6
M0470	1990	2	10.2	16.7	0	8.3	26.4	5.4	3.2	13.7	0	4.6	2.3	9.8	0	84.3	0	96.5	12.8	1.3	7.2	0	81.6	14.2	8.2	0	0	18.7	0	0	NULL	NULL	NULL
M0470	1990	3	0	0	0	72	5.7	1.8	8.5	0	0	0	0	0	0	0	0	0	27.5	5.6	2.1	40.1	5	3.9	4.8	72.3	0.7	0	3	0	0	0	0
M0470	1990	4	0	5.5	56.1	0	0	0	0	3	2.9	0	13.9	1.8	0	0	19.8	0	3.1	0	22.7	0	2.6	0	8.3	13.9	0	32.6	0	0	0	0	NULL
M0470	1990	5	0	7	2.7	1.1	0	0	0	0	0	0	1.1	0	0	4.6	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1990	6	22.2	0	3.7	0	0	0	0	0	0	3.6	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1990	7	0	0	0	1.3	0	0	0	0	2.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M0470	1990	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1990	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1990	10	2.8	0	0	0	0	0	1.9	0	0.4	7.1	0	0.2	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0.7	0	0	0	0
M0470	1990	11	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1990	12	0	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	0	19.3	5.5	2.2	0	1	0.2	0.7	3.6	0.7	0.2
M0470	1991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1.3	1.3	0	0	6.1	0	33.7	0	49.2	0	27.3	18.7
M0470	1991	2	28.6	97.7	8.3	23.5	11.9	18.7	30.5	0.7	24.6	40.5	3.3	0.7	20	4.5	2.1	2.9	5.6	35.1	17.8	86.5	24.1	1	27.9	0	12.5	1.5	36.3	17	NULL	NULL	NULL
M0470	1991	3	0	0	0	16.7	0.3	0	0	0.3	0.8	0.6	0.7	1.7	1.5	48.6	23.5	28.3	37.6	37.6	48.3	3.5	19.3	22.2	94.7	0.3	2.6	15.3	15.1	6.8	0	0	1.8
M0470	1991	4	0	0	1.5	0.4	2.7	5.8	0	12.5	0.3	3.6	1.5	4	0.5	0	0	41.7	2.4	1.5	0	2	15.1	0.2	1.7	0	0	24.2	10.5	10.7	54	0.4	NULL
M0470	1991	5	0	2.6	3.2	0.6	8.9	7.8	1.7	0	0	0.8	0.5	0	0	0	3.5	32.9	1.8	0	0	0	0	0	0.2	1.8	3.5	0.2	0	0	0	0	0
M0470	1991	6	0	0	0.2	0.2	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1.1	0	0	0	0	NULL
M0470	1991	7	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1991	8	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
M0470	1991	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	1.2	0	1.1	0	0	0	0	0	0	NULL
M0470	1991	10	0	0	1.1	0	0.1	0	0	0	0.7	7.3	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1991	11	0	0	0.3	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	52.7	0.1	0	0.1	NULL
M0470	1991	12	0	2.2	0	0	0	1.2	1.1	0	0	16.6	3.9	11.5	10.1	2.1	1.5	0	1.2	1.3	2.5	0	6	5	0	0	49.4	40.3	57.7	2.7	0	10.3	5.4
M0470	1992	1	0	22.4	46.7	7	1.8	1.2	0	5.9	0	0	0	2.8	33.3	12.7	0	45	2.5	21.3	36	39.5	29.6	0	6.1	39.5	14.5	87.3	25.6	7.5	74.3	11.9	0
M0470	1992	2	20	35.9	17.4	33.9	0	0	7.3	17.6	5	115.5	59.7	7.2	0	26.1	17.8	0	19.3	0.7	2.3	6.8	37.6	13.9	21.5	12	10	0	17.4	13.9	13.2	NULL	NULL
M0470	1992	3	10.5	12.5	4.1	36.7	31.2	24.3	9.3	8.4	35.5	1.2	21.5	24.4	11.8	0	0	32.5	10.3	18.4	26.1	0	83.8	0	0	65.1	0	15.3	2.2	2.1	23.8	9.5	8.5
M0470	1992	4	7.4	8.2	16.4	51.5	0	0	53.8	0.8	80.3	66.8	0.5	29.1	3.2	24.2	0	8	0	8.8	2.3	62.1	53.5	37.4	0	0	6.4	0	112.1	24.6	36	0	NULL
M0470	1992	5	45.8	0	0	0	42	4.4	0	2.2	0	103.4	1.3	0	158.6	20.7	20	0.8	65.4	0	0	6.7	1.5	19.9	0	0	30.7	3	23.4	1	0.6	12.3	27.8
M0470	1992	6	0	0	0	4.8	40.2	9.3	0	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.1	NULL
M0470	1992	7	0	0	0	0.7	0	0	0	0	0	0	0	0	11	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1992	8	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.1	0	0	0.1	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0
M0470	1992	9	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0.1	2	2	0.5	0	0	0	0	0.3	0	0	0	0.2	0	0	0	0	NULL
M0470	1992	10	0	0.1	0	0	0	0	0	0	0	0	1	0.1	0	0	0	0	0	0	0	0	0	0.1	0.4	0.1	0	0	0	0	0	0	0
M0470	1992	11	0	0	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.4	0	0	0	0	0	0	0	0	0	0.2	0	0.1	NULL
M0470	1992	12	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.3	0	81	2.6	29.1	0.4	4.3	0	1.5	1	0	1.2	0	0.2	0.1
M0470	1993	1	0	13.7	0.1	19.5	23.3	3.5	9.3	0	0	0	0	2.5	11	2.8	0.5	47.2	31.8	12.8	0.2	8.2	0.1	13	10.5	0	81.1	7.8	4.2	2.5	15.1	54.1	0
M0470	1993	2	NULL	21.5	39	11.7	1.5	11	24.6	3.2	36.5	55.9	4.5	0	0	46.5	13.1	43.5	35.2	64.6	10	0	0	0	25.5	78.6	18.6	59.1	10.7	0.2	NULL	NULL	NULL
M0470	1993	3	NULL	0.1	1.2	0.3	2.6	155	39.8	12.3	0	103.2	0	0.1	8.5	0.5	29.6	28.6	0	0	4.2	28.6	12.3	9.3	1.1	8.2	8.1	0.6	12.2	2	44.4	0	15.4
M0470	1993	4	8.5	14	0.2	5	61	86.4	0	2.2	9.3	0.2	0.5	12.7	39.2	0	37.5	0.5	10.7	76	0	10.7	0.1	47.1	5.5	0.2	12.3	18.4	6	36.7	0.3	7	NULL
M0470	1993	5	NULL	36.5	36.1	0.7	0.2	0	2.8	0	1.6	0.2	0	0	0	0	7.5	0.2	23.8	20.8	0	1.8	0	0.6	1	0.1	0	0.1	2.3	0	0	34.5	2.3
M0470	1993	6	0	13.7	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1	0	0	0	0	0	0	0	NULL
M0470	1993	7	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0
M0470	1993	8	0	0	0	0	0	0	0	0.2	0	0.1	0	0	0	0	0	0	0	0	3.5	0.1	0	0	0	0	0	0	0	0.1	0.1	0	0
M0470	1993	9	0	0	0	0.3	0	0	0	0.1	0	0.2	0	0	1.8	0.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1993	10	0	0.2	0	0	0.4	0	0	0	1.5	0	0	0	0	10	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	4.2	1	0
M0470	1993	11	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	2.8	0	0	NULL
M0470	1993	12	0	6.1	0	0	0.1	0	9.1	0.1	0	0	18.1	0.1	3.3	0	0.1	0.1	3.2	4.8	0	2.5	1.2	4.2	0.7	73.2	2.5	20.2	1.5	37	0	0.1	0
M0470	1994	1	0	3.6	0.1	0	1.1	60	10.9	13.2	1	31.4	0.1	16.5	28.3	11.2	14	1	0.1	34.2	3.4	3.6	2.4	2.1	13.1	1	23	1.5	11.1	0	4	128.2	18.9
M0470	1994	2	5.8	42	2.4	0	50.5	0	12	5.1	41.5	9.7	0.1	10	27.8	15.9	0	64.5	0.2	2.6	0.1	4.8	0.2	8.4	0	31.4	9.9	5.8	43.6	12.2	NULL	NULL	NULL
M0470	1994	3	80.6	6.2	35.8	0.2	0	0	0.2	5.3	1.9	0	5.3	11.1	4.2	1.1	0	0	0.1	0	26.6	25.3	0	9.5	0.2	0	0	31.8	14.3	25.4	16.7	26.4	0
M0470	1994	4	6.4	0.5	1.3	14.5	13.4	22.9	2.4	1.6	0	1	0	12.6	8.2	1.5	0	11.5	31.4	14.4	0	7.5	6.2	10.3	0	9.5	28.2	0	38	0.1	5.7	62.2	NULL
M0470	1994	5	0	0	2.7	6.8	0.2	0	0	0.1	0	0.5	10.3	0	5.2	0	11.2	4.5	25	0	0	0	0	0	0	0	0	0	0.1	0	0.2	2.4	2.5
M0470	1994	6	0	0	0	0	2.6	0.1	0	3.7	0.1	3	0	0	0	0	0	0	0	0	0	0	1.4	0.1	0	0	0	0	0	0	0	1.6	NULL
M0470	1994	7	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M0470	1994	8	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0
M0470	1994	9	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	8.9	0	0	0	NULL
M0470	1994	10	0	0	0	0	0.1	0	37.3	0.2	0	0	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0
M0470	1994	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NULL
M0470	1994	12	0	0.1	0	0	0	1	0	0.1	0	0.1	0	0	0	10.2	30.8	2.5	7.5	10.6	0.2	8.6	24.7	18.8	5.8	41.7	94.3	7.8	18	1.2	1	0.1	0.1
M0470	1995	1	0	43.3	24.6	1.2	18.4	10.9	3.4	3.6	83.8	3.6	8.5	0	0	0	6.6	11.4	0	0	11.5	66.8	5.2	0	0	1	23.4	0.2	0	6.5	5.3	24.9	13
M0470	1995	2	NULL	0.9	5.2	20.4	4.3	0.1	0	0	1	67.9	0	0.2	10.8	0	3.4	15	3.2	3.2	3.4	25.7	5.7	0	0	0	1.3	4.8	41.7	16.8	NULL	NULL	NULL
M0470	1995	3	2.5	0	6.7	0	1.9	12	0	0	9.9	1.6	0.2	0	0	0	0	0	2.3	17.1	14.8	32.7	0.8	12.3	0	0	0	0.1	3.7	8.4	2.5	0	0
M0470	1995	4	7.3	0.1	1.2	0	28.8	0	26.5	4.2	1.7	2.1	67.8	1.3	12.7	0.2	13.5	101.9	7.7	3.7	0	0	0	0	1.2	1.4	68.4	0	0	15.5	0	0.1	NULL
